 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  25. 9.    Time:  14:51:41
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -3593.329 0.4128   0.4492E-04  0.2117E-04 -0.4492E-04  0.0000E+00      -1  -0.713E-04   20.00
   2   -10.0000   -3593.329 0.4128   0.4492E-04  0.2117E-04 -0.4492E-04  0.0000E+00      -1  -0.713E-04   20.00
   3   -20.0000   -3593.329 0.4128   0.4492E-04  0.2117E-04 -0.4492E-04  0.0000E+00      -1  -0.713E-04   20.00
   4   -30.0000   -3593.329 0.4128   0.4492E-04  0.2117E-04 -0.4492E-04  0.0000E+00      -1  -0.713E-04   20.00
   5   -40.0000   -3593.329 0.4128   0.4492E-04  0.2117E-04 -0.4492E-04  0.0000E+00      -1  -0.713E-04   20.00
   6   -50.0000   -3593.329 0.4128   0.4492E-04  0.2117E-04  0.1212E-02  0.0000E+00      -1   0.192E-02   20.00
   7   -60.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04  0.1181E-02  0.0000E+00      -1   0.187E-02   20.00
   8   -70.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
   9   -80.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
  10   -90.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
  11  -100.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
  12  -110.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
  13  -120.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
  14  -130.0000   -3258.386 0.4128   0.1070E-03  0.2366E-04 -0.1070E-03  0.0000E+00      -1  -0.170E-03   20.00
