 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  25. 9.    Time:  14:55: 8
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -4795.644 0.3914   0.2038E-04  0.1478E-04 -0.2038E-04  0.0000E+00      -1  -0.323E-04   20.00
   2   -10.0000   -4795.644 0.3914   0.2038E-04  0.1478E-04 -0.2038E-04  0.0000E+00      -1  -0.323E-04   20.00
   3   -20.0000   -4795.644 0.3914   0.2038E-04  0.1478E-04 -0.2038E-04  0.0000E+00      -1  -0.323E-04   20.00
   4   -30.0000   -4795.644 0.3914   0.2038E-04  0.1478E-04 -0.2038E-04  0.0000E+00      -1  -0.323E-04   20.00
   5   -40.0000   -4795.644 0.3914   0.2038E-04  0.1478E-04 -0.2038E-04  0.0000E+00      -1  -0.323E-04   20.00
   6   -50.0000   -4795.644 0.3914   0.2038E-04  0.1478E-04  0.8195E-03  0.0000E+00      -1   0.130E-02   20.00
   7   -60.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04  0.8037E-03  0.0000E+00      -1   0.128E-02   20.00
   8   -70.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
   9   -80.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
  10   -90.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
  11  -100.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
  12  -110.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
  13  -120.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
  14  -130.0000   -4327.304 0.3919   0.5203E-04  0.1690E-04 -0.5203E-04  0.0000E+00      -1  -0.826E-04   20.00
